person,imagenum,Male,Asian,White,Black,Baby,Child,Youth,Middle Aged,Senior,Black Hair,Blond Hair,Brown Hair,Bald,No Eyewear,Eyeglasses,Sunglasses,Mustache,Smiling,Frowning,Chubby,Blurry,Harsh Lighting,Flash,Soft Lighting,Outdoor,Curly Hair,Wavy Hair,Straight Hair,Receding Hairline,Bangs,Sideburns,Fully Visible Forehead,Partially Visible Forehead,Obstructed Forehead,Bushy Eyebrows,Arched Eyebrows,Narrow Eyes,Eyes Open,Big Nose,Pointy Nose,Big Lips,Mouth Closed,Mouth Slightly Open,Mouth Wide Open,Teeth Not Visible,No Beard,Goatee,Round Jaw,Double Chin,Wearing Hat,Oval Face,Square Face,Round Face,Color Photo,Posed Photo,Attractive Man,Attractive Woman,Indian,Gray Hair,Bags Under Eyes,Heavy Makeup,Rosy Cheeks,Shiny Skin,Pale Skin,5 o' Clock Shadow,Strong Nose-Mouth Lines,Wearing Lipstick,Flushed Face,High Cheekbones,Brown Eyes,Wearing Earrings,Wearing Necktie,Wearing Necklace
George W Bush,243,0.183905668,-0.818388197,0.703590857,-1.116153016,-1.302396882,-1.024034036,-0.77488958,-0.491138281,-0.294086845,-1.008939811,-0.592640689,-2.091512318,-0.740266752,1.957550828,-1.811705011,-1.082360476,-0.663952153,0.251471039,-0.560400783,0.47837439,-0.000855449,-0.334121105,-0.392414553,0.435482296,0.156953871,-0.299763544,0.581274461,0.300210431,0.772414055,-0.011079677,-0.210956685,0.273347651,-0.739901388,-0.010619169,-0.320679599,-1.529576628,0.367943732,0.866726358,0.366531936,0.654546387,-0.650161559,-0.372075065,0.015166979,-1.350593848,0.000337424,1.350898709,-1.006808306,0.322705451,-0.251327682,-0.864135939,0.278548995,-0.826823064,-0.461706724,3.023874964,-0.553198513,0.056515804,0.390347451,-1.456816164,-0.622235165,-0.097713414,-0.37266909,-0.697247718,-0.342314132,0.590854476,0.201301275,0.600781504,-0.560848334,-0.774080189,0.184589733,0.026910722,-0.120257193,0.02331072,-0.217515959
George W Bush,244,1.741942562,-1.495237898,1.306114295,-2.267600946,-0.928113508,0.005448138,-1.351214371,-0.806591814,-0.478566357,-1.178544452,-0.457871641,-0.901183185,-1.176843365,1.20465625,-0.582288582,-1.368150635,-0.753139083,-2.129044068,2.108436142,0.393484313,-1.151964197,-0.981483473,-1.164191662,0.775590899,0.357224438,0.957317243,-0.345569259,-0.359138314,-0.206621514,-0.172044712,-0.189879757,0.006075835,-0.445987712,-0.057327102,0.004119464,-1.754448318,0.400992975,1.471361104,-0.359516909,-0.172912798,0.147525751,-0.20857611,-0.504514868,-0.505466323,1.216785194,-0.06242767,-0.261424181,0.246367867,0.30252912,-0.68425789,-0.658341991,-0.35423713,-0.470817768,2.215204142,-7.72E-05,-0.776086019,-0.52957412,-1.527276685,-0.163869102,-0.372844473,-1.610760171,-1.596571693,-1.013412717,1.184365622,-0.090110471,-0.715779404,-1.66340924,-2.548123794,-1.388060345,0.343539638,-0.963971192,-0.208277332,-0.99142681
George W Bush,245,2.186414803,-1.407889947,2.253691801,-2.215678792,-1.221877173,-1.199230528,-0.664999296,-0.57212887,-0.118678447,-1.478747422,-0.539246216,-1.332620758,-0.965545432,0.894018686,-0.283250929,-1.450365723,-0.649818336,-1.193605403,1.380752096,1.020610092,-0.668960091,-1.199146154,-0.34814536,0.838729015,-0.534968871,1.379726465,0.182797918,-2.147232002,0.75857635,-0.644032951,0.329793628,0.990607364,-0.482978987,-0.289925053,0.646284307,-1.52652718,0.738055258,0.113278294,-0.737646665,0.911813802,-1.432953071,-1.526472013,-0.378400676,-0.136694249,-0.090274333,0.255014993,-0.61331577,0.098193705,1.038736368,0.255304444,-0.2008709,-0.281964383,-0.910819714,4.376958158,-0.530175136,-0.655716345,-1.372062413,-2.288477773,0.438714085,-1.358833143,-0.969548133,0.310097073,-0.793471556,-0.176814914,0.854178821,-1.088002108,-1.388084438,0.516509018,-1.130032764,-0.222935125,-0.650735871,0.907736326,-0.426218673
George W Bush,246,1.972542968,-0.877360238,0.317270718,-1.31327575,-2.055453728,-1.274266362,-1.450016085,-0.170758601,-0.374873865,-1.670843922,-1.130326176,-0.779843046,-0.788046095,0.226330332,-1.356438435,-1.062277609,-0.259921698,-1.441817749,1.528198316,-0.316439174,-0.481837895,-0.654747751,-0.891536445,0.987891928,0.442237253,0.483012261,-0.174066913,-0.114879212,1.65098891,-0.209299722,-0.068109801,-0.547406345,-0.459181987,0.23793085,0.048032528,-1.152608738,1.677914918,0.080961835,1.481133857,-0.2205603,-0.27708276,1.362721551,-1.421642033,-1.318987652,1.593334925,-0.654429979,0.106795136,-0.185343098,-0.854194236,-0.310175909,0.75378756,-0.3316138,-0.875132727,2.932756825,0.157618925,-0.414160161,-0.968433036,-0.839640835,-0.306356693,0.746541935,-1.564084014,-0.617958433,-0.695740545,-0.324899423,0.403962916,0.183248182,-1.349834576,-1.535980317,-0.547468995,1.046196829,-1.129877296,0.598287399,-0.640846206
George W Bush,247,1.701317195,-0.419627716,0.491587021,-1.435947906,-1.767898148,-1.275434178,-1.209605942,-0.377835774,0.220232185,-1.613519691,-1.09133978,-1.150676194,-0.923742746,0.553905841,-0.7602276,-1.119909523,-0.556115894,-1.981598645,2.104851789,-0.444553378,-0.505640816,-0.926966491,-1.017523864,0.886493242,0.683436521,0.212178946,-0.168726919,-0.150896073,1.730198193,-0.462777624,-0.079558064,-0.705470504,-0.449967283,0.170762969,-0.511061049,-0.370831632,1.170167124,0.747469942,1.015202686,-0.03858231,-0.218867747,0.458224133,-1.015424011,-0.936296994,1.418023165,-0.20843175,-0.15848615,-0.125083986,-0.559916621,-0.309970496,1.004896387,-0.15321693,-1.033550985,2.818734941,-0.225330255,-0.810313772,-0.91502463,-1.132709822,-0.005417715,0.599211954,-1.623329722,-0.005532245,-0.884314071,0.717322494,-0.171539517,-0.120847386,-1.381313889,-1.231894373,-1.155997359,0.987592112,-1.094424232,0.41639942,-0.962535258
George W Bush,248,1.457921727,-1.403674824,0.866958974,-0.945635223,-1.494250519,-0.678377729,-1.074847869,-0.207166136,-0.266497825,-1.775990656,-0.718214874,-0.633184772,-0.759326187,0.842476357,-0.74717079,-1.185196465,-0.641342836,-1.230319889,1.606822708,-0.265127992,-1.284466076,0.537695294,-1.241927176,-0.263943771,0.139750506,0.32112563,-0.024991303,-0.64682579,1.357417014,-0.820611538,0.289007909,1.078441528,-0.840813925,-0.693023067,-0.270972318,-1.255715193,1.602573926,0.796691052,0.766476604,-0.27703751,-0.400669176,1.442950755,-0.895049201,-1.685786095,1.00387167,0.178800049,-0.095259073,0.225203643,0.009924586,-1.042821642,0.275937287,-0.299278448,-0.488489239,2.830613061,-0.646674455,-0.02498657,-0.583994448,-1.20501526,-0.00602638,0.162647599,-1.432834796,-1.565935436,-0.800767732,-1.445008867,0.17201266,-0.292200336,-1.475660404,-0.557914161,-0.973063487,0.869487073,-0.726234072,0.275994713,-0.927261221
George W Bush,249,1.862614091,-0.53467301,0.710414201,-1.59797909,-1.891761958,-0.88229921,-0.74709673,-0.27613442,-0.349892089,-1.801105662,-0.882844111,-1.334296342,0.167748476,0.948822482,-0.325282446,-1.471520162,-0.582427271,-0.211944731,0.029036049,1.143253894,-0.827581532,0.758917527,-1.469040541,-0.082784047,1.481835743,0.20831445,0.014402365,-0.227182778,0.98423846,-0.828649064,-0.126486515,0.992992075,-0.67862327,-0.672374102,0.629263156,-2.128511147,2.072610769,0.538199549,1.199276381,-0.381817815,-0.029308679,-0.672405746,0.151073816,-0.517686305,0.013912273,0.364208805,-0.558912022,-0.008204706,0.597330656,-0.327020528,-0.911501688,-0.027252715,-0.511230289,3.014287938,0.676389378,-0.961154633,-0.697108249,-1.692171678,0.290862859,1.164747513,-1.64463175,0.038083771,-0.416327992,0.615831574,-0.074823846,0.523189721,-1.601177297,-1.761989776,-0.319037124,-0.713456959,-1.113186511,1.286527799,-0.794060179
George W Bush,250,1.227437283,-2.112046804,1.951650771,-1.809869333,-1.406728423,-0.812493038,-1.145590039,-0.260884302,-0.502301576,-1.608884367,-0.642496418,-0.419971774,-0.380007332,0.914599494,-0.956868528,-1.229426281,-1.108768379,-1.478721742,1.855802362,-0.528895317,-0.996794745,-1.368258234,-0.482826856,0.814765527,-0.40369502,0.403304506,-0.026375315,-0.310866699,-0.03615811,-1.295221046,0.295253601,0.871649194,-0.66997256,-0.912961899,0.016778061,-0.997694612,-1.794343,1.959130668,-0.411453536,1.015355096,-1.089811247,-0.538845643,-0.797118579,-0.511397692,0.722070736,0.66282163,-0.217062321,0.205597395,-0.289801376,-0.772276705,0.630338672,-0.39467984,-0.939643242,6.153204769,-0.747083413,0.025577089,-0.710688338,-1.663503216,-0.596868141,-0.765006751,-0.608463927,-0.91271398,-0.940374348,-1.983891662,1.044353456,-1.027872591,-1.309980818,-1.005588777,-1.185468109,0.082108346,-0.544178401,0.482596287,-0.591124814
George W Bush,251,1.050658896,-1.227161546,-0.220264638,-1.265074838,-1.42997575,-0.418392301,-0.433990517,-0.453986442,-0.23667935,-0.799194499,-0.789705117,-0.072206008,-0.942816316,-0.609711211,-0.706471313,-0.939587596,-0.534663835,-1.478784308,1.592299101,-0.515447907,-0.790824285,1.180196121,-1.075237123,-1.400456047,-0.436829942,0.1244629,-0.421574483,-0.147901667,0.678725149,-0.62206631,-0.230873149,-0.595576265,-0.497759337,0.220773816,0.358471875,-1.007015874,0.027413542,0.941280669,0.800444003,0.431126354,0.10714719,0.692763597,-1.202638532,-0.478678209,1.297574742,0.701755076,-0.81995045,0.316437937,-0.180434668,-0.789684317,0.143899842,-0.515889417,-0.421733689,4.442355633,-0.225403385,-0.843539719,-0.535897757,-1.172006919,-0.419152609,0.401929561,-0.786236438,-1.738981332,-0.185092912,-1.583558966,0.73985009,-0.082292095,-1.115964388,-2.534079434,-0.730928939,0.771721326,-0.800795286,0.287538257,-0.771406994
George W Bush,252,2.327058297,-1.796758591,1.192206463,-1.507307653,-2.111854374,-1.218867121,-1.444503753,-0.218663743,-0.004105114,-1.068891016,-0.950517383,-1.723784085,-0.878056642,1.058535947,-1.107429652,-1.196344796,-0.791766723,-0.269382671,0.083855326,-0.736290489,-0.374174286,-0.779981314,-1.270879866,1.163369229,1.634103291,0.620418862,0.088016437,-0.848122553,1.060557162,-1.352925856,-0.20447506,0.921735541,-0.809606411,-1.132850394,-1.099141763,-2.520307057,1.941235433,0.764093428,0.294280609,-0.145353849,-1.290728477,0.628400281,-0.15392672,-1.281896898,0.138398958,-0.464536589,-0.072904892,-0.099347521,-0.228590415,-0.446743394,0.1775426,0.116277493,-0.674077282,2.500050829,0.146808394,0.112919581,-0.643533012,-1.262255794,0.363683862,0.371647267,-1.558420455,-0.655454111,-0.988551556,0.677997336,-0.103950738,0.371804346,-1.798462265,-0.5442703,0.098679993,1.173414077,-1.11599745,-0.241052022,-0.362778974
George W Bush,253,1.473537594,-2.057591405,1.210807602,-1.747459137,-1.55104424,-1.451785141,-1.041123229,0.147302724,-0.659522644,-1.677433271,-0.716787227,-0.184103398,-0.692713887,0.113900792,-0.686136115,-0.956878609,-0.489072027,-0.60534394,0.790990783,1.265945984,0.335623808,-0.86153199,-1.167028324,1.379415115,0.966897106,0.41869272,-0.373548691,-0.44705926,0.40157367,-1.687391774,0.165747002,1.220768092,-1.516978924,-1.685053657,-0.580054322,-2.356247885,2.041368776,-0.108553575,0.425154431,0.496078759,-0.386330617,-0.053033886,-0.096719098,-0.96612584,0.655077256,0.467797422,-0.35186176,0.215146466,0.208386957,-0.788972142,-0.233964182,-0.092443859,-0.664343597,3.123162143,-0.547516404,-0.45209618,-0.741593178,-1.327320271,-0.379861624,-0.087909461,-1.247921071,0.330739713,-0.814859403,0.598422266,-0.031792862,-0.045113286,-1.214193125,-0.320184385,-0.363192072,1.108059084,-0.589096624,-0.411695588,-0.872898452
George W Bush,254,2.014320228,-1.545175655,1.838575836,-1.668599091,-1.596629953,-1.040481448,-1.771981611,-0.230865205,0.06540229,-1.253503137,-1.026177701,-2.13029234,-0.393737528,0.763470425,-0.222119197,-1.346041346,-0.388465048,-1.764981922,1.839297404,-0.645719917,-1.271257239,-1.274232081,-0.644474831,0.521103171,1.105927081,1.137877271,-0.257186148,-1.241609955,1.064295178,-1.158444634,0.057635799,1.615250166,-1.069868375,-1.549169851,-0.200222763,-2.589381765,2.02189467,0.95322858,0.244880338,0.550532122,-1.361746091,0.276440181,0.19395916,-1.241014037,1.199774431,0.095037719,-0.37875662,-0.050640743,0.113207319,-0.378814042,0.595885442,0.183803503,-0.978994901,2.989475122,0.021019971,0.05176917,-0.989797317,-1.445582347,0.157621379,0.051127156,-1.328792959,0.473684466,-0.373669325,1.196586196,0.747590858,-0.214641309,-1.917565991,-0.115785637,-1.50093358,-0.755242543,-1.090351166,0.58287163,-1.47521258
George W Bush,255,0.961119976,-1.478719908,1.351640773,-1.041517668,-1.019103094,-0.995947478,-1.788004517,-0.443668267,0.385884167,-1.255429777,-1.154812255,-2.872511134,-0.911662934,1.630868513,-0.419908683,-1.466869799,-0.719784832,-1.04890915,1.062825243,0.147888655,-1.694100427,-0.5776074,-0.606306903,0.628023562,0.652447385,0.214123758,0.2451244,-1.552741728,1.248719262,-1.501055887,-0.0986959,1.476702188,0.023062187,-1.331167943,-0.214255005,-1.160973587,1.017776057,0.516206306,0.168374496,0.117280829,-1.053650276,-1.432684095,-0.828212487,0.3035196,0.393435384,0.239547275,-0.46755238,0.098947915,0.649371321,-0.308010887,-0.090774657,-0.255713306,-0.589074821,0.447929562,-0.172210411,-0.625143666,-0.643369615,-1.597399566,0.544206034,0.081262357,-0.855012209,-0.710697973,-0.935020396,4.027666397,-0.253874884,-0.302471931,-1.373814989,-1.688109169,-0.806843386,-1.532103447,-0.733836562,-0.035056238,-1.055546568
George W Bush,256,1.996186437,-2.174519124,2.014918422,-2.041378461,-1.909954497,-1.553805396,-1.659276744,-0.330772788,0.031510882,-1.313398374,-1.348180285,-2.319878125,-0.717294214,1.810871919,-0.427123019,-1.586464677,-0.74044919,-0.148773734,0.241904935,-0.339261641,-1.783615744,0.163822037,-1.02000593,-0.11287182,1.116154267,0.514288558,0.605191383,-1.091137497,0.760916087,-1.377535907,0.18425121,0.97305926,-1.145005198,-1.999469933,0.130878554,-1.298612986,1.44754056,1.193286895,0.452685249,0.197570976,-1.594454286,0.534364759,0.30179647,-1.496763795,0.758708947,0.62974453,-0.547272335,0.017741099,0.219337893,-0.564522568,-0.628620152,0.160739707,-0.757615938,1.351056363,1.01011203,0.336484343,-0.365691636,-1.859391313,0.538226291,0.772171299,-0.76409197,-0.923838598,-0.681742546,3.832666395,0.307035016,0.398122458,-1.243305604,-1.472242505,0.174969495,-1.376262681,-0.98684933,1.024068226,-0.445844765
George W Bush,257,0.716338821,-1.001385721,0.461697519,-2.232962764,-1.058468864,-0.189186562,-0.625931746,-0.840303631,-0.35222628,-0.773267649,-0.887033186,-0.639822154,-1.029338316,1.593341083,-1.369101448,-1.392679472,-1.137922699,-1.591715106,1.564032672,-1.264720919,-1.879384955,-0.478212562,-1.051711196,0.04394988,-0.060782693,0.668340121,-0.021379679,-0.696263489,0.191649754,-0.347392151,-0.269230295,0.093735977,-0.464110681,0.286365636,0.53877463,-1.264194912,0.705265558,0.131027186,0.168757351,0.085077169,0.564492972,-1.548527245,0.201114547,-0.654686299,0.286240584,0.76391573,-0.290767718,0.299816987,-0.421824423,-0.296384249,0.153320682,-0.368393095,-0.860884863,4.060864469,-0.678439732,0.046561162,-0.787595417,-1.268386024,-0.485171088,0.051861283,-0.769677501,-0.173093916,-0.678400098,0.734893785,-0.044518818,-1.090363952,-0.844748849,-1.35278657,-0.990303112,-0.30156621,-0.624004837,0.577859334,-0.759927306
George W Bush,258,1.16840015,-1.868190382,1.129446678,-1.713815701,0.036055948,-0.310656718,-1.820216805,-0.655567501,-0.50680579,-1.40208886,-0.619183053,-0.035462983,-1.347170272,0.820003969,-1.555859493,-1.120389768,-0.982182251,-0.645559507,0.527390006,-1.045387771,-1.595263209,-1.314559455,-0.437733989,0.964053587,-0.235293571,0.794142222,0.176294328,-1.487944556,0.095269277,0.023154461,-0.332958622,-0.278804279,-0.432260056,0.209245518,-0.415586035,-1.17511191,0.460542832,2.239609453,-0.3249767,0.699850165,-0.14753084,0.878761156,-1.212567849,-0.05660321,0.589218286,0.625538689,-0.717315572,0.149051288,-0.245330262,-0.316911981,0.65510538,-0.552437924,-0.735997038,1.840432065,-0.244803288,0.403239552,-0.436404323,-0.917942158,-0.294403597,0.144249267,-0.434338368,-1.516026328,-0.433778507,1.272727621,-0.382195087,-0.658184144,-0.474420061,-3.227823167,-0.712648371,-0.696373632,-0.648657811,-0.310293001,-0.750098855
George W Bush,259,1.553808591,-1.068005154,0.134171912,-0.98865412,-1.965205979,-1.120478655,-0.202011099,-0.048934339,-0.587786126,-1.407125089,-0.381572183,-1.421136725,-0.353726795,-0.342713987,-0.909468524,-0.781542972,-0.755263959,-0.426741588,0.287865893,0.238714221,-1.718930013,2.348858086,-1.212402391,-1.183957191,1.888328309,-0.112536967,0.052129053,-0.146830815,0.685292359,-0.893149594,-0.309896654,0.272332211,-0.15628934,-1.06857606,0.368618885,-1.614505993,1.67935404,0.606367999,0.888225859,0.249931937,-0.304584819,0.813413813,-0.159482325,-1.343652798,0.452387834,0.138027867,-0.967607099,0.192676633,-0.140046219,-0.448295082,-0.457651947,-0.237756672,-0.599126764,0.959948876,0.242297467,0.062135642,-0.561045905,-1.261437387,-0.073996169,0.804883473,-1.596430242,-0.848186069,0.191773597,1.968369784,-0.005129513,0.924693063,-1.201485096,-1.51028487,-0.481722263,-0.174936501,-0.752851031,0.420315849,-0.625594753
George W Bush,260,1.801399048,-1.057012654,0.443292583,-1.628675148,-0.813307079,-0.124643435,-1.324543145,-0.161493228,-0.744763,-1.013161496,-0.699471812,-1.193276207,-0.670188814,0.157714581,-0.715771889,-1.35255442,-0.142021672,-1.628769342,1.512872844,1.069762401,-1.545484944,0.485173673,-1.121648202,0.188787052,1.020388319,0.39034852,-0.290645257,-0.376087016,-0.214632977,-1.068938173,-0.354788832,0.914431192,-0.683469182,-1.177900772,0.186864443,-1.414767157,1.862749705,0.332600948,0.115553463,0.10544383,0.842201353,-1.2289136,-0.549962955,0.319043708,0.588665936,-0.111824074,-0.353987588,0.303284625,0.681221262,-0.354830971,-0.817397464,-0.070586045,-0.384242954,1.049908727,-0.969268426,-1.518745116,-1.18942933,-0.759877082,-0.401844825,0.093395519,-1.23151216,-0.070849279,-0.678968434,1.621833777,0.128318451,-0.086368278,-1.688751407,-1.478782271,-1.201108032,-0.146326558,-0.901555171,-0.288185652,-0.79127697
George W Bush,261,2.028615281,-1.391944391,1.397476358,-2.258253451,-1.115839288,0.11110534,-1.640770831,-0.635338755,-0.402530475,-0.962810253,-0.55977289,-2.121158301,-1.140915626,1.48948977,-0.957228006,-1.385599021,-0.406626422,-1.707492706,1.506028302,-0.173597943,-1.647997494,-0.006876012,-1.283433528,0.226931288,0.412510746,0.815136568,-0.573915897,-0.804600181,0.714372979,-0.069859979,-0.194616858,-0.072077972,-0.446146146,0.252892581,-0.685295731,-1.620305384,0.437182945,1.478253267,0.152872309,-0.416284083,-0.379118884,-0.181921867,-0.319920103,-0.951082857,0.937012874,0.081744232,-0.305534888,0.255904795,0.159230164,-0.143984654,-0.376918633,-0.432719,-0.510340777,1.028306271,-0.126373593,-0.227576677,-0.467005708,-1.405820577,-0.33226673,0.358411487,-1.49339152,-1.604496667,-0.935198429,3.143091647,-0.548873134,-0.139618779,-1.217340512,-2.895867053,-0.878051024,-0.118985443,-1.182950663,-0.66585442,-0.667192941
George W Bush,262,-0.086511639,-0.395519782,0.706124555,-1.60158024,-2.260077416,-1.200913385,-0.099713463,-0.458954241,0.078133552,-0.96081401,-0.568518914,1.1338666,-1.241917236,1.013932638,-1.352404051,-0.695678641,-0.64688969,1.189558856,-0.923078546,-0.339194762,-0.969347679,1.909967249,-0.661557481,-1.104082343,0.489712406,0.451637474,-0.480680647,-0.840250375,-0.072201754,-0.209759962,-0.377558625,-0.804006724,-0.445064829,-0.691170537,-0.229819639,-1.989289082,1.277098718,0.411193252,0.868407772,0.294625106,-0.547908967,-1.512582061,-0.058148392,-0.734593702,-0.689166702,-0.171989895,-0.895776205,0.310113643,0.117500514,-0.389751341,-0.178049799,-0.589538085,-0.307831374,1.549357509,-0.208896723,-0.297970534,-0.467389585,-1.75404362,-0.31821645,0.484463231,-0.720909026,-1.74629867,0.078634421,0.616340939,-0.310966722,1.883682372,-0.917319649,-0.42012722,0.053146929,0.400025526,-0.131956064,0.136719194,-0.079363843
George W Bush,263,1.854036417,-1.821139975,2.292025536,-3.089450158,-1.908066086,-1.275679009,-1.50426388,-0.908772852,0.061055825,-2.010067784,-0.642433676,-0.535718396,-1.507369924,1.335981276,0.342997936,-1.64947002,-0.753787468,-0.826146445,0.852562714,-0.506880493,-0.699905631,-0.826878557,-0.193462556,-0.260702609,-0.077859938,0.586617129,-0.089731972,-1.259039243,0.479128921,-0.86448755,0.2942186,1.295332813,-0.65388383,-0.437288264,0.099368352,-1.556781952,1.176450544,0.944857557,0.025686732,0.49408792,-1.497836641,0.451123079,0.061659083,-1.270237288,1.219382601,0.9313449,-1.078522857,0.242218054,0.425118445,-0.953347632,-0.058486062,-0.175760767,-0.567996489,5.630520662,0.389789638,-0.802405073,-1.109453015,-2.388279704,-0.334771631,-0.53563857,-0.660075032,-0.365745525,-0.891042775,-0.827152884,-0.058709322,-0.647707766,-1.480275512,0.410647554,-0.351270338,-0.72632759,-0.520498693,0.47837073,-0.294865253
George W Bush,264,1.730524181,-1.062579004,0.618346318,-1.369557126,-1.520156635,-0.628916486,-1.213201249,-0.185378963,-0.204957989,-1.283373838,-1.251833283,0.470475552,-1.20658016,0.154254865,-0.357951446,-0.956815809,-0.384897668,-1.803332118,1.889194392,0.199612906,-1.793646444,0.703429664,-1.01016175,-1.111645363,1.255446386,0.69614851,-0.238444225,0.02983721,0.661218302,-0.889041974,-0.022429054,1.314903864,-1.443395439,-0.921417949,0.049023913,-2.171644834,1.8841829,0.451550851,0.35515348,0.3383524,0.381927651,0.159654877,-1.051255503,-0.286898974,1.251581251,0.134809412,-0.786570716,0.094896388,-0.113828254,-0.677911347,-0.156944692,-0.107082687,-0.593724264,6.753226137,0.416276404,-0.530324514,-0.424089233,-0.941040266,0.015614296,0.16577704,-0.790811633,0.161531701,-0.352278971,-2.192409595,0.380000411,-0.571267542,-1.64090102,-0.232626964,-1.356494054,0.386237778,-1.181861685,0.065835192,-1.008864809
George W Bush,265,1.739087651,-1.969782541,1.625874419,-1.431431461,-1.797801974,-1.172990819,-1.639297193,-0.342579447,0.573048569,-1.23647874,-0.720962879,0.003876175,-0.347276454,1.547634683,-0.807872574,-1.529751969,-0.669152696,0.025796961,0.062016979,1.184903193,-1.247276256,-0.63220703,-1.142214719,1.234267978,0.568861187,0.28716097,0.122427836,-1.357732053,0.701784357,-1.297046258,0.431117009,0.965100368,-0.65762993,-1.074006369,0.086311859,-0.965689131,2.037074714,1.345660922,0.372571935,0.084174058,-0.986140248,0.585968633,-1.300159838,-0.589275608,0.357313889,0.757505666,-0.652906306,0.103636152,0.409411253,-0.712727667,-1.435740784,0.506076073,-0.818373774,1.944941454,0.569922259,-0.16921129,-1.100018574,-1.490375151,-0.241910672,0.83769261,-1.641656812,-1.499282328,-1.080547444,0.388507934,-0.305351431,0.268236236,-1.453555213,-2.196799244,0.179545931,1.419793379,-0.997544948,0.991123331,-0.766299749
George W Bush,266,1.439087634,-1.088766249,0.754275304,-2.725048507,-1.877350445,-0.0826455,-0.746178592,-1.10030742,-0.538036919,-0.820454344,-0.400668156,-0.833198164,-1.102392427,0.343052905,-1.081116942,-1.481675524,-0.695274116,-1.236370936,1.278793006,-0.31378631,0.038346807,-0.553444509,-1.256075628,1.119902633,0.814292204,0.718012645,-0.729878548,-0.5811462,-0.260520623,-0.150479173,-0.325801807,-0.989952327,-0.458861737,0.261814423,-0.041264037,-1.857172765,1.024457371,0.416807118,0.568413821,-0.5956161,0.221523644,-0.642972622,-0.265817889,-0.561806803,0.655108752,0.326173499,-0.638057331,0.243941877,-0.438530039,-0.620056135,0.16574806,-0.683516128,-0.80843343,1.70581518,-0.823886392,-0.510766687,-0.437107541,-1.17965138,-0.47504866,0.375360681,-1.221514441,-0.63213996,-1.113182895,0.343576546,-0.339686589,0.071761076,-1.199690162,-3.760236493,-0.212607017,2.220723374,-0.812740768,-0.332056851,-0.430487006
George W Bush,267,1.718219521,-1.749378692,1.885452194,-2.8372887,-0.983111305,-0.725792835,-1.438325315,-0.59964037,-0.8371902,-1.543376313,-0.687591734,-2.024669544,-0.64904753,2.466023208,-1.314026522,-1.678484426,-0.330858996,-1.182152155,1.183710688,-0.020264035,0.358847693,-0.980577207,-0.232307185,0.521834053,-1.192288735,0.446162634,-0.509561999,-0.978178465,-0.16729911,-1.59276703,0.375703131,1.741168324,-0.938496315,-1.412616632,0.818993025,-1.937359154,0.252212529,1.630068397,-0.784043257,1.098893225,-0.610771322,-0.237295689,-0.922873982,-0.637090304,0.71649109,0.51991348,-0.18443795,0.144761922,0.342825495,-1.052597581,0.263979767,-0.068269821,-0.349522597,1.725830709,0.408508244,-0.237160245,-1.025616634,-1.979666355,-0.286787283,-1.34614227,-1.255041264,-0.360286188,-1.549466371,1.481689412,0.996887262,-1.615433498,-2.048334817,-2.220463358,-1.314945353,-0.573275922,-1.127862593,0.834731578,-1.127720518
George W Bush,268,1.119785801,-1.142296899,0.760074937,-1.566665259,-0.912137154,0.57542707,-1.426515262,-0.583352778,-0.301273949,-0.162012028,-1.070910483,0.270590073,-1.365284601,0.703358396,-1.009313553,-0.619341668,-0.981850366,-1.895445264,2.148150697,-0.939685951,-0.573807305,-0.802871483,-1.403245027,-0.607176706,1.140499756,-0.324795098,-1.585258913,1.711232346,-2.105950384,0.511737259,-0.054351729,-1.834300278,-0.902111639,1.268829594,-0.003903524,-1.034136258,1.140156877,1.126012614,-0.930018354,-0.252593718,-0.182628588,0.058059505,-0.284888754,-0.951031816,0.707010409,0.292287233,-0.554855917,0.310823676,-0.084558535,1.468708276,0.083900705,-0.736398769,-0.247790129,0.252165614,-0.915697333,-0.910512016,-0.478607708,-1.694031455,-0.326469499,-0.394674434,-1.311091684,-0.764606598,-1.577166928,1.53429614,-0.756074325,-1.104950408,-1.231941069,-2.858970038,-1.182801888,0.560805679,-0.643150451,0.332407389,-1.146336836
George W Bush,269,2.244653548,-1.412396999,1.032866496,-1.204498157,-1.907334622,-1.546816591,-1.77914428,0.190558549,0.087473789,-0.460478951,-1.10074896,-1.221374625,-0.733164554,0.185073779,-0.468002352,-1.065678263,-0.559313114,-1.043555839,0.766054894,0.291045514,-0.361226445,-0.445074032,-1.372587025,1.300060898,0.786847807,0.134341301,-0.705092878,-0.848042987,1.153444806,-0.916643589,-0.118972164,1.057050296,-0.726871209,-0.982773607,-0.95772802,-1.198130909,1.449792145,0.928176714,0.476932746,-0.131475,-0.916450693,0.492896009,-0.541363055,-0.714601565,1.685369468,0.1623036,-0.526560626,0.003433304,0.003030487,0.81598628,0.128037908,0.123655462,-0.567932891,2.929025855,0.289048804,-0.123436122,-1.229224749,-1.641816649,0.193248379,0.670424322,-1.715869995,-2.823764317,-1.102511793,-2.670724363,0.242673623,0.1089927,-1.430218743,-1.918307914,-1.043210142,1.342323365,-1.198511123,1.224268809,-0.542864551
